nama_sertifikasi,score_rating,berbayar_free,lembaga_sertifikasi,available_unavailable,enrollment,metode,masa_berlaku,genre,url,source_file
Introducing Data Analytics and Analytical Thinking,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Data Analytics,https://www.coursera.org/learn/google-introducing-data-analytics-and-analytical-thinking,hasil_coursera_dynamic.csv
Introduction to Data Analytics for Business,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Data Analytics,https://www.coursera.org/learn/data-analytics-business,hasil_coursera_dynamic.csv
AI for Data Analysis,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Data Analytics,https://www.coursera.org/learn/google-ai-for-data-analysis,hasil_coursera_dynamic.csv
Data Analytics and Visualization,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Data Analytics,https://www.coursera.org/specializations/data-analytics-and-visualization,hasil_coursera_dynamic.csv
Master of Science in Data Analytics Engineering,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Data Analytics,https://www.coursera.org/degrees/ms-data-analytics-engineering-northeastern,hasil_coursera_dynamic.csv
Google Data Analytics Capstone: Complete a Case Study,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Data Analytics,https://www.coursera.org/learn/google-data-analytics-capstone,hasil_coursera_dynamic.csv
Applied Data Analytics,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Data Analytics,https://www.coursera.org/specializations/applied-data-analytics,hasil_coursera_dynamic.csv
Accounting Data Analytics,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Data Analytics,https://www.coursera.org/specializations/accounting-data-analytics,hasil_coursera_dynamic.csv
"Modern Data Analytics with Python, Excel & Generative AI",4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Data Analytics,https://www.coursera.org/specializations/modern-data-analytics-with-python-excel-and-genai,hasil_coursera_dynamic.csv
Basics of Healthcare Data Analytics: Boost Patient Outcomes,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Data Analytics,https://www.coursera.org/specializations/basics-of-healthcare-data-analytics-boost-patient-outcomes,hasil_coursera_dynamic.csv
Data Analytics and Databases on AWS,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Data Analytics,https://www.coursera.org/learn/data-analytics-and-databases-aws,hasil_coursera_dynamic.csv
Google Advanced Data Analytics Capstone,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Data Analytics,https://www.coursera.org/learn/google-advanced-data-analytics-capstone,hasil_coursera_dynamic.csv
Microsoft Excel,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Microsoft Excel,https://www.coursera.org/professional-certificates/microsoft-excel-skills,hasil_coursera_dynamic.csv
Excel Basics for Data Analysis,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Microsoft Excel,https://www.coursera.org/learn/excel-basics-data-analysis-ibm,hasil_coursera_dynamic.csv
Work Smarter with Microsoft Excel,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Microsoft Excel,https://www.coursera.org/learn/microsoft-excel-work-smarter,hasil_coursera_dynamic.csv
Excel Skills for Business,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Microsoft Excel,https://www.coursera.org/specializations/excel,hasil_coursera_dynamic.csv
Microsoft 365 Fundamentals,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Microsoft Excel,https://www.coursera.org/specializations/microsoft-365-fundamentals,hasil_coursera_dynamic.csv
Getting Started with Microsoft Excel,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Microsoft Excel,https://www.coursera.org/projects/introduction-microsoft-excel,hasil_coursera_dynamic.csv
Microsoft Power BI Data Analyst,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Microsoft Excel,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst,hasil_coursera_dynamic.csv
Introduction to Data Analysis using Microsoft Excel,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Microsoft Excel,https://www.coursera.org/projects/introduction-data-analysis-microsoft-excel,hasil_coursera_dynamic.csv
Using Basic Formulas and Functions in Microsoft Excel,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Microsoft Excel,https://www.coursera.org/projects/using-basic-formulas-functions-microsoft-excel,hasil_coursera_dynamic.csv
Excel Skills for Business: Essentials,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Microsoft Excel,https://www.coursera.org/learn/excel-essentials,hasil_coursera_dynamic.csv
Microsoft Excel Mastery: From Basics to Pro Skills,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Microsoft Excel,https://www.coursera.org/specializations/microsoft-excel-mastery-from-basics-to-pro-skills,hasil_coursera_dynamic.csv
Data for Business Analysts Using Microsoft Excel,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Microsoft Excel,https://www.coursera.org/learn/data-for-business-analysts-using-microsoft-excel,hasil_coursera_dynamic.csv
